"Original.Name" "New.Name"
"378" "fBodyAccJerk-skewness()-Y" "fBodyAccJerkskewnessY"
"379" "fBodyAccJerk-kurtosis()-Y" "fBodyAccJerkkurtosisY"
"380" "fBodyAccJerk-skewness()-Z" "fBodyAccJerkskewnessZ"
"381" "fBodyAccJerk-kurtosis()-Z" "fBodyAccJerkkurtosisZ"
"382" "fBodyAccJerk-bandsEnergy()-1,8" "fBodyAccJerkbandsEnergy18"
"383" "fBodyAccJerk-bandsEnergy()-9,16" "fBodyAccJerkbandsEnergy916"
"384" "fBodyAccJerk-bandsEnergy()-17,24" "fBodyAccJerkbandsEnergy1724"
"385" "fBodyAccJerk-bandsEnergy()-25,32" "fBodyAccJerkbandsEnergy2532"
"386" "fBodyAccJerk-bandsEnergy()-33,40" "fBodyAccJerkbandsEnergy3340"
"387" "fBodyAccJerk-bandsEnergy()-41,48" "fBodyAccJerkbandsEnergy4148"
"388" "fBodyAccJerk-bandsEnergy()-49,56" "fBodyAccJerkbandsEnergy4956"
"389" "fBodyAccJerk-bandsEnergy()-57,64" "fBodyAccJerkbandsEnergy5764"
"390" "fBodyAccJerk-bandsEnergy()-1,16" "fBodyAccJerkbandsEnergy116"
"391" "fBodyAccJerk-bandsEnergy()-17,32" "fBodyAccJerkbandsEnergy1732"
"392" "fBodyAccJerk-bandsEnergy()-33,48" "fBodyAccJerkbandsEnergy3348"
"393" "fBodyAccJerk-bandsEnergy()-49,64" "fBodyAccJerkbandsEnergy4964"
"394" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerkbandsEnergy124"
"395" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyAccJerkbandsEnergy2548"
"396" "fBodyAccJerk-bandsEnergy()-1,8" "fBodyAccJerkbandsEnergy18"
"397" "fBodyAccJerk-bandsEnergy()-9,16" "fBodyAccJerkbandsEnergy916"
"398" "fBodyAccJerk-bandsEnergy()-17,24" "fBodyAccJerkbandsEnergy1724"
"399" "fBodyAccJerk-bandsEnergy()-25,32" "fBodyAccJerkbandsEnergy2532"
"400" "fBodyAccJerk-bandsEnergy()-33,40" "fBodyAccJerkbandsEnergy3340"
"401" "fBodyAccJerk-bandsEnergy()-41,48" "fBodyAccJerkbandsEnergy4148"
"402" "fBodyAccJerk-bandsEnergy()-49,56" "fBodyAccJerkbandsEnergy4956"
"403" "fBodyAccJerk-bandsEnergy()-57,64" "fBodyAccJerkbandsEnergy5764"
"404" "fBodyAccJerk-bandsEnergy()-1,16" "fBodyAccJerkbandsEnergy116"
"405" "fBodyAccJerk-bandsEnergy()-17,32" "fBodyAccJerkbandsEnergy1732"
"406" "fBodyAccJerk-bandsEnergy()-33,48" "fBodyAccJerkbandsEnergy3348"
"407" "fBodyAccJerk-bandsEnergy()-49,64" "fBodyAccJerkbandsEnergy4964"
"408" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerkbandsEnergy124"
"409" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyAccJerkbandsEnergy2548"
"410" "fBodyAccJerk-bandsEnergy()-1,8" "fBodyAccJerkbandsEnergy18"
"411" "fBodyAccJerk-bandsEnergy()-9,16" "fBodyAccJerkbandsEnergy916"
"412" "fBodyAccJerk-bandsEnergy()-17,24" "fBodyAccJerkbandsEnergy1724"
"413" "fBodyAccJerk-bandsEnergy()-25,32" "fBodyAccJerkbandsEnergy2532"
"414" "fBodyAccJerk-bandsEnergy()-33,40" "fBodyAccJerkbandsEnergy3340"
"415" "fBodyAccJerk-bandsEnergy()-41,48" "fBodyAccJerkbandsEnergy4148"
"416" "fBodyAccJerk-bandsEnergy()-49,56" "fBodyAccJerkbandsEnergy4956"
"417" "fBodyAccJerk-bandsEnergy()-57,64" "fBodyAccJerkbandsEnergy5764"
"418" "fBodyAccJerk-bandsEnergy()-1,16" "fBodyAccJerkbandsEnergy116"
"419" "fBodyAccJerk-bandsEnergy()-17,32" "fBodyAccJerkbandsEnergy1732"
"420" "fBodyAccJerk-bandsEnergy()-33,48" "fBodyAccJerkbandsEnergy3348"
"421" "fBodyAccJerk-bandsEnergy()-49,64" "fBodyAccJerkbandsEnergy4964"
"422" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerkbandsEnergy124"
"423" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyAccJerkbandsEnergy2548"
"424" "fBodyGyro-mean()-X" "fBodyGyromeanX"
"425" "fBodyGyro-mean()-Y" "fBodyGyromeanY"
"426" "fBodyGyro-mean()-Z" "fBodyGyromeanZ"
"427" "fBodyGyro-std()-X" "fBodyGyrostdX"
"428" "fBodyGyro-std()-Y" "fBodyGyrostdY"
"429" "fBodyGyro-std()-Z" "fBodyGyrostdZ"
"430" "fBodyGyro-mad()-X" "fBodyGyromadX"
"431" "fBodyGyro-mad()-Y" "fBodyGyromadY"
"432" "fBodyGyro-mad()-Z" "fBodyGyromadZ"
"433" "fBodyGyro-max()-X" "fBodyGyromaxX"
"434" "fBodyGyro-max()-Y" "fBodyGyromaxY"
"435" "fBodyGyro-max()-Z" "fBodyGyromaxZ"
"436" "fBodyGyro-min()-X" "fBodyGyrominX"
"437" "fBodyGyro-min()-Y" "fBodyGyrominY"
"438" "fBodyGyro-min()-Z" "fBodyGyrominZ"
"439" "fBodyGyro-sma()" "fBodyGyrosma"
"440" "fBodyGyro-energy()-X" "fBodyGyroenergyX"
"441" "fBodyGyro-energy()-Y" "fBodyGyroenergyY"
"442" "fBodyGyro-energy()-Z" "fBodyGyroenergyZ"
"443" "fBodyGyro-iqr()-X" "fBodyGyroiqrX"
"444" "fBodyGyro-iqr()-Y" "fBodyGyroiqrY"
"445" "fBodyGyro-iqr()-Z" "fBodyGyroiqrZ"
"446" "fBodyGyro-entropy()-X" "fBodyGyroentropyX"
"447" "fBodyGyro-entropy()-Y" "fBodyGyroentropyY"
"448" "fBodyGyro-entropy()-Z" "fBodyGyroentropyZ"
"449" "fBodyGyro-maxInds-X" "fBodyGyromaxIndsX"
"450" "fBodyGyro-maxInds-Y" "fBodyGyromaxIndsY"
"451" "fBodyGyro-maxInds-Z" "fBodyGyromaxIndsZ"
"452" "fBodyGyro-meanFreq()-X" "fBodyGyromeanFreqX"
"453" "fBodyGyro-meanFreq()-Y" "fBodyGyromeanFreqY"
"454" "fBodyGyro-meanFreq()-Z" "fBodyGyromeanFreqZ"
"455" "fBodyGyro-skewness()-X" "fBodyGyroskewnessX"
"456" "fBodyGyro-kurtosis()-X" "fBodyGyrokurtosisX"
"457" "fBodyGyro-skewness()-Y" "fBodyGyroskewnessY"
"458" "fBodyGyro-kurtosis()-Y" "fBodyGyrokurtosisY"
"459" "fBodyGyro-skewness()-Z" "fBodyGyroskewnessZ"
"460" "fBodyGyro-kurtosis()-Z" "fBodyGyrokurtosisZ"
"461" "fBodyGyro-bandsEnergy()-1,8" "fBodyGyrobandsEnergy18"
"462" "fBodyGyro-bandsEnergy()-9,16" "fBodyGyrobandsEnergy916"
"463" "fBodyGyro-bandsEnergy()-17,24" "fBodyGyrobandsEnergy1724"
"464" "fBodyGyro-bandsEnergy()-25,32" "fBodyGyrobandsEnergy2532"
"465" "fBodyGyro-bandsEnergy()-33,40" "fBodyGyrobandsEnergy3340"
"466" "fBodyGyro-bandsEnergy()-41,48" "fBodyGyrobandsEnergy4148"
"467" "fBodyGyro-bandsEnergy()-49,56" "fBodyGyrobandsEnergy4956"
"468" "fBodyGyro-bandsEnergy()-57,64" "fBodyGyrobandsEnergy5764"
"469" "fBodyGyro-bandsEnergy()-1,16" "fBodyGyrobandsEnergy116"
"470" "fBodyGyro-bandsEnergy()-17,32" "fBodyGyrobandsEnergy1732"
"471" "fBodyGyro-bandsEnergy()-33,48" "fBodyGyrobandsEnergy3348"
"472" "fBodyGyro-bandsEnergy()-49,64" "fBodyGyrobandsEnergy4964"
"473" "fBodyGyro-bandsEnergy()-1,24" "fBodyGyrobandsEnergy124"
"474" "fBodyGyro-bandsEnergy()-25,48" "fBodyGyrobandsEnergy2548"
"475" "fBodyGyro-bandsEnergy()-1,8" "fBodyGyrobandsEnergy18"
"476" "fBodyGyro-bandsEnergy()-9,16" "fBodyGyrobandsEnergy916"
"477" "fBodyGyro-bandsEnergy()-17,24" "fBodyGyrobandsEnergy1724"
"478" "fBodyGyro-bandsEnergy()-25,32" "fBodyGyrobandsEnergy2532"
"479" "fBodyGyro-bandsEnergy()-33,40" "fBodyGyrobandsEnergy3340"
"480" "fBodyGyro-bandsEnergy()-41,48" "fBodyGyrobandsEnergy4148"
"481" "fBodyGyro-bandsEnergy()-49,56" "fBodyGyrobandsEnergy4956"
"482" "fBodyGyro-bandsEnergy()-57,64" "fBodyGyrobandsEnergy5764"
"483" "fBodyGyro-bandsEnergy()-1,16" "fBodyGyrobandsEnergy116"
"484" "fBodyGyro-bandsEnergy()-17,32" "fBodyGyrobandsEnergy1732"
"485" "fBodyGyro-bandsEnergy()-33,48" "fBodyGyrobandsEnergy3348"
"486" "fBodyGyro-bandsEnergy()-49,64" "fBodyGyrobandsEnergy4964"
"487" "fBodyGyro-bandsEnergy()-1,24" "fBodyGyrobandsEnergy124"
"488" "fBodyGyro-bandsEnergy()-25,48" "fBodyGyrobandsEnergy2548"
"489" "fBodyGyro-bandsEnergy()-1,8" "fBodyGyrobandsEnergy18"
"490" "fBodyGyro-bandsEnergy()-9,16" "fBodyGyrobandsEnergy916"
"491" "fBodyGyro-bandsEnergy()-17,24" "fBodyGyrobandsEnergy1724"
"492" "fBodyGyro-bandsEnergy()-25,32" "fBodyGyrobandsEnergy2532"
"493" "fBodyGyro-bandsEnergy()-33,40" "fBodyGyrobandsEnergy3340"
"494" "fBodyGyro-bandsEnergy()-41,48" "fBodyGyrobandsEnergy4148"
"495" "fBodyGyro-bandsEnergy()-49,56" "fBodyGyrobandsEnergy4956"
"496" "fBodyGyro-bandsEnergy()-57,64" "fBodyGyrobandsEnergy5764"
"497" "fBodyGyro-bandsEnergy()-1,16" "fBodyGyrobandsEnergy116"
"498" "fBodyGyro-bandsEnergy()-17,32" "fBodyGyrobandsEnergy1732"
"499" "fBodyGyro-bandsEnergy()-33,48" "fBodyGyrobandsEnergy3348"
"500" "fBodyGyro-bandsEnergy()-49,64" "fBodyGyrobandsEnergy4964"
"501" "fBodyGyro-bandsEnergy()-1,24" "fBodyGyrobandsEnergy124"
"502" "fBodyGyro-bandsEnergy()-25,48" "fBodyGyrobandsEnergy2548"
"503" "fBodyAccMag-mean()" "fBodyAccMagmean"
"504" "fBodyAccMag-std()" "fBodyAccMagstd"
"505" "fBodyAccMag-mad()" "fBodyAccMagmad"
"506" "fBodyAccMag-max()" "fBodyAccMagmax"
"507" "fBodyAccMag-min()" "fBodyAccMagmin"
"508" "fBodyAccMag-sma()" "fBodyAccMagsma"
"509" "fBodyAccMag-energy()" "fBodyAccMagenergy"
"510" "fBodyAccMag-iqr()" "fBodyAccMagiqr"
"511" "fBodyAccMag-entropy()" "fBodyAccMagentropy"
"512" "fBodyAccMag-maxInds" "fBodyAccMagmaxInds"
"513" "fBodyAccMag-meanFreq()" "fBodyAccMagmeanFreq"
"514" "fBodyAccMag-skewness()" "fBodyAccMagskewness"
"515" "fBodyAccMag-kurtosis()" "fBodyAccMagkurtosis"
"516" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMagmean"
"517" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMagstd"
"518" "fBodyBodyAccJerkMag-mad()" "fBodyBodyAccJerkMagmad"
"519" "fBodyBodyAccJerkMag-max()" "fBodyBodyAccJerkMagmax"
"520" "fBodyBodyAccJerkMag-min()" "fBodyBodyAccJerkMagmin"
"521" "fBodyBodyAccJerkMag-sma()" "fBodyBodyAccJerkMagsma"
"522" "fBodyBodyAccJerkMag-energy()" "fBodyBodyAccJerkMagenergy"
"523" "fBodyBodyAccJerkMag-iqr()" "fBodyBodyAccJerkMagiqr"
"524" "fBodyBodyAccJerkMag-entropy()" "fBodyBodyAccJerkMagentropy"
"525" "fBodyBodyAccJerkMag-maxInds" "fBodyBodyAccJerkMagmaxInds"
"526" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyAccJerkMagmeanFreq"
"527" "fBodyBodyAccJerkMag-skewness()" "fBodyBodyAccJerkMagskewness"
"528" "fBodyBodyAccJerkMag-kurtosis()" "fBodyBodyAccJerkMagkurtosis"
"529" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMagmean"
"530" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMagstd"
"531" "fBodyBodyGyroMag-mad()" "fBodyBodyGyroMagmad"
"532" "fBodyBodyGyroMag-max()" "fBodyBodyGyroMagmax"
"533" "fBodyBodyGyroMag-min()" "fBodyBodyGyroMagmin"
"534" "fBodyBodyGyroMag-sma()" "fBodyBodyGyroMagsma"
"535" "fBodyBodyGyroMag-energy()" "fBodyBodyGyroMagenergy"
"536" "fBodyBodyGyroMag-iqr()" "fBodyBodyGyroMagiqr"
"537" "fBodyBodyGyroMag-entropy()" "fBodyBodyGyroMagentropy"
"538" "fBodyBodyGyroMag-maxInds" "fBodyBodyGyroMagmaxInds"
"539" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroMagmeanFreq"
"540" "fBodyBodyGyroMag-skewness()" "fBodyBodyGyroMagskewness"
"541" "fBodyBodyGyroMag-kurtosis()" "fBodyBodyGyroMagkurtosis"
"542" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMagmean"
"543" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMagstd"
"544" "fBodyBodyGyroJerkMag-mad()" "fBodyBodyGyroJerkMagmad"
"545" "fBodyBodyGyroJerkMag-max()" "fBodyBodyGyroJerkMagmax"
"546" "fBodyBodyGyroJerkMag-min()" "fBodyBodyGyroJerkMagmin"
"547" "fBodyBodyGyroJerkMag-sma()" "fBodyBodyGyroJerkMagsma"
"548" "fBodyBodyGyroJerkMag-energy()" "fBodyBodyGyroJerkMagenergy"
"549" "fBodyBodyGyroJerkMag-iqr()" "fBodyBodyGyroJerkMagiqr"
"550" "fBodyBodyGyroJerkMag-entropy()" "fBodyBodyGyroJerkMagentropy"
"551" "fBodyBodyGyroJerkMag-maxInds" "fBodyBodyGyroJerkMagmaxInds"
"552" "fBodyBodyGyroJerkMag-meanFreq()" "fBodyBodyGyroJerkMagmeanFreq"
"553" "fBodyBodyGyroJerkMag-skewness()" "fBodyBodyGyroJerkMagskewness"
"554" "fBodyBodyGyroJerkMag-kurtosis()" "fBodyBodyGyroJerkMagkurtosis"
"555" "angle(tBodyAccMean,gravity)" "angletBodyAccMeangravity"
"556" "angle(tBodyAccJerkMean),gravityMean)" "angletBodyAccJerkMeangravityMean"
"557" "angle(tBodyGyroMean,gravityMean)" "angletBodyGyroMeangravityMean"
"558" "angle(tBodyGyroJerkMean,gravityMean)" "angletBodyGyroJerkMeangravityMean"
"559" "angle(X,gravityMean)" "angleXgravityMean"
"560" "angle(Y,gravityMean)" "angleYgravityMean"
"561" "angle(Z,gravityMean)" "angleZgravityMean"
